"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1290.blockOrder";"session.node-1290.IATorder";"session.node-1290.keyOrder";"session.node-6390.conditionType";"session.node-6553.conditionType";"session.node-7155.blockOrder";"session.node-7155.IATorder";"session.node-7155.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_block4.durationTime";"trial.IAT_block4.endTime";"trial.IAT_block4.outcome";"trial.IAT_block4.response";"trial.IAT_block4.result";"trial.IAT_block4.RT";"trial.IAT_block4.startTime";"trial.IAT_block4.Stimfile";"trial.IAT_block4.stimType";"trial.IAT_block4.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"11";"10";"module.GoNoGopractice.exec-4317.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-06 14:52:44.403";"34";"0";"FINISHED";"LEFT";"success";"462";"0";"2014-10-06 14:52:42.450";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"12";"11";"module.GoNoGopractice.exec-4317.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-06 14:52:47.622";"23";"1";"FINISHED";"RIGHT";"success";"482";"0";"2014-10-06 14:52:45.668";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"13";"12";"module.GoNoGopractice.exec-4317.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1939";"2014-10-06 14:52:50.840";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-06 14:52:48.887";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"14";"13";"module.GoNoGopractice.exec-4317.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-06 14:52:54.059";"3";"1";"FINISHED";"RIGHT";"success";"598";"0";"2014-10-06 14:52:52.106";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"15";"14";"module.GoNoGopractice.exec-4317.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-06 14:52:57.278";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-06 14:52:55.325";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"16";"15";"module.training_block1.exec-4852.GoNoGo1";"1244";"2014-10-06 14:53:04.731";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"381";"0";"2014-10-06 14:53:03.481";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"17";"16";"module.training_block1.exec-4852.GoNoGo1";"1248";"2014-10-06 14:53:07.262";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"382";"0";"2014-10-06 14:53:06.012";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"18";"17";"module.training_block1.exec-4852.GoNoGo1";"1245";"2014-10-06 14:53:09.778";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"455";"0";"2014-10-06 14:53:08.528";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"19";"18";"module.training_block1.exec-4852.GoNoGo1";"1245";"2014-10-06 14:53:12.293";"ST_correctStop";"22";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-06 14:53:11.043";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"20";"19";"module.training_block1.exec-4852.GoNoGo1";"1244";"2014-10-06 14:53:14.809";"ST_failedStop";"7";"0";"FINISHED";"LEFT";"failure";"304";"1";"2014-10-06 14:53:13.559";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"21";"20";"module.training_block1.exec-4852.GoNoGo1";"1248";"2014-10-06 14:53:17.325";"ST_correctStop";"30";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-06 14:53:16.075";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"22";"21";"module.training_block1.exec-4852.GoNoGo1";"1248";"2014-10-06 14:53:19.840";"NST_correctLoc";"34";"0";"FINISHED";"LEFT";"success";"372";"0";"2014-10-06 14:53:18.590";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"23";"22";"module.training_block1.exec-4852.GoNoGo1";"1244";"2014-10-06 14:53:22.356";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"580";"0";"2014-10-06 14:53:21.106";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"24";"23";"module.training_block1.exec-4852.GoNoGo1";"1244";"2014-10-06 14:53:24.872";"ST_correctStop";"4";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-06 14:53:23.622";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"25";"24";"module.training_block1.exec-4852.GoNoGo1";"1244";"2014-10-06 14:53:27.387";"ST_correctStop";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-06 14:53:26.137";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"26";"25";"module.training_block1.exec-4852.GoNoGo1";"1244";"2014-10-06 14:53:29.903";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"425";"0";"2014-10-06 14:53:28.653";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"27";"26";"module.training_block1.exec-4852.GoNoGo1";"1245";"2014-10-06 14:53:32.418";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"518";"0";"2014-10-06 14:53:31.168";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"lewisa46";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-06 14:49:18.825";"2014-10-06 15:10:52.778";"1";"0";"1";"0";"1";;;;;"28";"27";"module.training_block1.exec-4852.GoNoGo1";"1248";"2014-10-06 14:53:34.934";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"550";"0";"2014-10-06 14:53:33.684";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
