"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1513.blockOrder";"session.node-1513.IATorder";"session.node-1513.keyOrder";"session.node-1912.blockOrder";"session.node-1912.IATorder";"session.node-1912.keyOrder";"session.node-7269.conditionType";"session.node-8907.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_block4.durationTime";"trial.IAT_block4.endTime";"trial.IAT_block4.outcome";"trial.IAT_block4.response";"trial.IAT_block4.result";"trial.IAT_block4.RT";"trial.IAT_block4.startTime";"trial.IAT_block4.Stimfile";"trial.IAT_block4.stimType";"trial.IAT_block4.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"11";"10";"module.GoNoGopractice.exec-8101.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2015-03-05 16:19:03.670";"34";"0";"FINISHED";"LEFT";"success";"431";"0";"2015-03-05 16:19:01.716";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"12";"11";"module.GoNoGopractice.exec-8101.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2015-03-05 16:19:06.929";"23";"1";"FINISHED";"RIGHT";"success";"437";"0";"2015-03-05 16:19:04.976";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"13";"12";"module.GoNoGopractice.exec-8101.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2015-03-05 16:19:10.189";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:08.235";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"14";"13";"module.GoNoGopractice.exec-8101.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1955";"2015-03-05 16:19:13.449";"3";"1";"FINISHED";"RIGHT";"success";"453";"0";"2015-03-05 16:19:11.493";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"15";"14";"module.GoNoGopractice.exec-8101.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2015-03-05 16:19:16.708";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:14.754";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"16";"15";"module.training_block1.exec-2410.GoNoGo1";"1253";"2015-03-05 16:19:23.150";"ST_correctStop";"2";"1";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:21.898";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"17";"16";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:25.709";"ST_correctStop";"1";"0";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:24.459";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"18";"17";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:28.259";"ST_correctStop";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:27.008";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"19";"18";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:30.807";"NST_correctLoc";"14";"0";"FINISHED";"LEFT";"success";"376";"0";"2015-03-05 16:19:29.556";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"20";"19";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:33.366";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"540";"0";"2015-03-05 16:19:32.116";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"21";"20";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:35.964";"ST_correctStop";"7";"1";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:34.714";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"22";"21";"module.training_block1.exec-2410.GoNoGo1";"1249";"2015-03-05 16:19:38.510";"NST_correctLoc";"18";"0";"FINISHED";"LEFT";"success";"524";"0";"2015-03-05 16:19:37.259";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"23";"22";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:41.071";"NST_correctLoc";"28";"0";"FINISHED";"LEFT";"success";"531";"0";"2015-03-05 16:19:39.820";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"24";"23";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:43.624";"ST_correctStop";"19";"1";"FINISHED";"NONE";"success";"0";"1";"2015-03-05 16:19:42.373";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"25";"24";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:46.177";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"747";"0";"2015-03-05 16:19:44.925";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"26";"25";"module.training_block1.exec-2410.GoNoGo1";"1249";"2015-03-05 16:19:48.726";"NST_correctLoc";"34";"0";"FINISHED";"LEFT";"success";"519";"0";"2015-03-05 16:19:47.476";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"27";"26";"module.training_block1.exec-2410.GoNoGo1";"1251";"2015-03-05 16:19:51.282";"NST_correctLoc";"33";"0";"FINISHED";"LEFT";"success";"503";"0";"2015-03-05 16:19:50.031";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1234";"1996";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-03-05 16:17:56.897";"2015-03-05 16:37:11.373";"1";"0";"0";"0";;;;"1";;"28";"27";"module.training_block1.exec-2410.GoNoGo1";"1250";"2015-03-05 16:19:53.841";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"541";"0";"2015-03-05 16:19:52.590";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
