"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1494.conditionType";"session.node-4525.blockOrder";"session.node-4525.IATorder";"session.node-4525.keyOrder";"session.node-5705.conditionType";"session.node-8033.blockOrder";"session.node-8033.IATorder";"session.node-8033.keyOrder";"trial.id";"trial.index";"trial.name";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.location";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.response";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.result";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-2455.GoNoGo_Practice.stimulus type";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.location";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.response";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.result";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-9075.GoNoGo_Practice.stimulus type";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial.startTime";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-8688.GoNoGo_Tutorial.startTime";"module.training_block1.exec-9116.GoNoGo1.durationTime";"module.training_block1.exec-9116.GoNoGo1.endTime";"module.training_block1.exec-9116.GoNoGo1.icon";"module.training_block1.exec-9116.GoNoGo1.location";"module.training_block1.exec-9116.GoNoGo1.outcome";"module.training_block1.exec-9116.GoNoGo1.response";"module.training_block1.exec-9116.GoNoGo1.result";"module.training_block1.exec-9116.GoNoGo1.RT";"module.training_block1.exec-9116.GoNoGo1.signal";"module.training_block1.exec-9116.GoNoGo1.startTime";"module.training_block1.exec-9116.GoNoGo1.stimulus type"
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"1";"0";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;"4001";"2013-12-04 10:46:30.418";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:26.409";;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"2";"1";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;"4004";"2013-12-04 10:46:35.753";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:31.744";;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"3";"2";"module.GoNoGotutorial.exec-6043.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;"4003";"2013-12-04 10:46:41.073";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:37.064";;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"4";"3";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:46:49.481";"18";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:47.516";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"5";"4";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1960";"2013-12-04 10:46:52.757";"21";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:50.792";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"6";"5";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:46:56.033";"14";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:54.068";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"7";"6";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1955";"2013-12-04 10:46:59.309";"26";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:46:57.344";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"8";"7";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:47:02.585";"2";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:00.620";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"9";"8";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1961";"2013-12-04 10:47:05.861";"30";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:03.896";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justin1";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-04 10:46:19.420";"2013-12-04 10:49:51.315";"1";;;;;"0";"0";"0";"0";"10";"9";"module.GoNoGopractice.exec-9075.GoNoGo_Practice";;;;;;;;;;;;"1960";"2013-12-04 10:47:09.137";"6";"1";"FINISHED";"NONE";"failure";"0";"0";"2013-12-04 10:47:07.172";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
