"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1526.blockOrder";"session.node-1526.IATorder";"session.node-1526.keyOrder";"session.node-2120.conditionType";"session.node-8408.blockOrder";"session.node-8408.IATorder";"session.node-8408.keyOrder";"session.node-9862.conditionType";"trial.id";"trial.index";"trial.name";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.location";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.response";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.result";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-2782.GoNoGo_Practice.stimulus type";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.location";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.response";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.result";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-7052.GoNoGo_Practice.stimulus type";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-2032.GoNoGo_Tutorial.startTime";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial.startTime";"module.IAT_Block1.exec-5720.IAT_block1.durationTime";"module.IAT_Block1.exec-5720.IAT_block1.endTime";"module.IAT_Block1.exec-5720.IAT_block1.outcome";"module.IAT_Block1.exec-5720.IAT_block1.response";"module.IAT_Block1.exec-5720.IAT_block1.result";"module.IAT_Block1.exec-5720.IAT_block1.RT";"module.IAT_Block1.exec-5720.IAT_block1.startTime";"module.IAT_Block1.exec-5720.IAT_block1.Stimfile";"module.IAT_Block1.exec-5720.IAT_block1.stimType";"module.IAT_Block1.exec-5720.IAT_block1.word";"module.IAT_Block2.exec-4763.IAT_block2.durationTime";"module.IAT_Block2.exec-4763.IAT_block2.endTime";"module.IAT_Block2.exec-4763.IAT_block2.outcome";"module.IAT_Block2.exec-4763.IAT_block2.response";"module.IAT_Block2.exec-4763.IAT_block2.result";"module.IAT_Block2.exec-4763.IAT_block2.RT";"module.IAT_Block2.exec-4763.IAT_block2.startTime";"module.IAT_Block2.exec-4763.IAT_block2.Stimfile";"module.IAT_Block2.exec-4763.IAT_block2.stimType";"module.IAT_Block2.exec-4763.IAT_block2.word";"module.IAT_Block3.exec-7730.IAT_block3.durationTime";"module.IAT_Block3.exec-7730.IAT_block3.endTime";"module.IAT_Block3.exec-7730.IAT_block3.outcome";"module.IAT_Block3.exec-7730.IAT_block3.response";"module.IAT_Block3.exec-7730.IAT_block3.result";"module.IAT_Block3.exec-7730.IAT_block3.RT";"module.IAT_Block3.exec-7730.IAT_block3.startTime";"module.IAT_Block3.exec-7730.IAT_block3.Stimfile";"module.IAT_Block3.exec-7730.IAT_block3.stimType";"module.IAT_Block3.exec-7730.IAT_block3.word";"module.IAT_Block4.exec-6355.IAT_block4.durationTime";"module.IAT_Block4.exec-6355.IAT_block4.endTime";"module.IAT_Block4.exec-6355.IAT_block4.outcome";"module.IAT_Block4.exec-6355.IAT_block4.response";"module.IAT_Block4.exec-6355.IAT_block4.result";"module.IAT_Block4.exec-6355.IAT_block4.RT";"module.IAT_Block4.exec-6355.IAT_block4.startTime";"module.IAT_Block4.exec-6355.IAT_block4.Stimfile";"module.IAT_Block4.exec-6355.IAT_block4.stimType";"module.IAT_Block4.exec-6355.IAT_block4.word";"module.IAT_practice1.exec-1040.IAT_Practice1.durationTime";"module.IAT_practice1.exec-1040.IAT_Practice1.endTime";"module.IAT_practice1.exec-1040.IAT_Practice1.outcome";"module.IAT_practice1.exec-1040.IAT_Practice1.response";"module.IAT_practice1.exec-1040.IAT_Practice1.result";"module.IAT_practice1.exec-1040.IAT_Practice1.RT";"module.IAT_practice1.exec-1040.IAT_Practice1.startTime";"module.IAT_practice1.exec-1040.IAT_Practice1.Stimfile";"module.IAT_practice1.exec-1040.IAT_Practice1.stimType";"module.IAT_practice1.exec-1040.IAT_Practice1.word";"module.IAT_Practice2.exec-8019.IAT_practice2.durationTime";"module.IAT_Practice2.exec-8019.IAT_practice2.endTime";"module.IAT_Practice2.exec-8019.IAT_practice2.outcome";"module.IAT_Practice2.exec-8019.IAT_practice2.response";"module.IAT_Practice2.exec-8019.IAT_practice2.result";"module.IAT_Practice2.exec-8019.IAT_practice2.RT";"module.IAT_Practice2.exec-8019.IAT_practice2.startTime";"module.IAT_Practice2.exec-8019.IAT_practice2.Stimfile";"module.IAT_Practice2.exec-8019.IAT_practice2.stimType";"module.IAT_Practice2.exec-8019.IAT_practice2.word";"module.training_block1.exec-2127.GoNoGo1.durationTime";"module.training_block1.exec-2127.GoNoGo1.endTime";"module.training_block1.exec-2127.GoNoGo1.Error Type";"module.training_block1.exec-2127.GoNoGo1.icon";"module.training_block1.exec-2127.GoNoGo1.location";"module.training_block1.exec-2127.GoNoGo1.outcome";"module.training_block1.exec-2127.GoNoGo1.response";"module.training_block1.exec-2127.GoNoGo1.result";"module.training_block1.exec-2127.GoNoGo1.RT";"module.training_block1.exec-2127.GoNoGo1.signal";"module.training_block1.exec-2127.GoNoGo1.startTime";"module.training_block1.exec-2127.GoNoGo1.stimulus type";"module.training_block1.exec-7616.GoNoGo1.durationTime";"module.training_block1.exec-7616.GoNoGo1.endTime";"module.training_block1.exec-7616.GoNoGo1.Error Type";"module.training_block1.exec-7616.GoNoGo1.icon";"module.training_block1.exec-7616.GoNoGo1.location";"module.training_block1.exec-7616.GoNoGo1.outcome";"module.training_block1.exec-7616.GoNoGo1.response";"module.training_block1.exec-7616.GoNoGo1.result";"module.training_block1.exec-7616.GoNoGo1.RT";"module.training_block1.exec-7616.GoNoGo1.signal";"module.training_block1.exec-7616.GoNoGo1.startTime";"module.training_block1.exec-7616.GoNoGo1.stimulus type";"module.training_block2.exec-3412.GoNoGo2.durationTime";"module.training_block2.exec-3412.GoNoGo2.endTime";"module.training_block2.exec-3412.GoNoGo2.Error Type";"module.training_block2.exec-3412.GoNoGo2.icon";"module.training_block2.exec-3412.GoNoGo2.location";"module.training_block2.exec-3412.GoNoGo2.outcome";"module.training_block2.exec-3412.GoNoGo2.response";"module.training_block2.exec-3412.GoNoGo2.result";"module.training_block2.exec-3412.GoNoGo2.RT";"module.training_block2.exec-3412.GoNoGo2.signal";"module.training_block2.exec-3412.GoNoGo2.startTime";"module.training_block2.exec-3412.GoNoGo2.stimulus type";"module.training_block3.exec-3727.GoNoGo3.durationTime";"module.training_block3.exec-3727.GoNoGo3.endTime";"module.training_block3.exec-3727.GoNoGo3.Error Type";"module.training_block3.exec-3727.GoNoGo3.icon";"module.training_block3.exec-3727.GoNoGo3.location";"module.training_block3.exec-3727.GoNoGo3.outcome";"module.training_block3.exec-3727.GoNoGo3.response";"module.training_block3.exec-3727.GoNoGo3.result";"module.training_block3.exec-3727.GoNoGo3.RT";"module.training_block3.exec-3727.GoNoGo3.signal";"module.training_block3.exec-3727.GoNoGo3.startTime";"module.training_block3.exec-3727.GoNoGo3.stimulus type";"module.training_block4.exec-7623.GoNoGo4.durationTime";"module.training_block4.exec-7623.GoNoGo4.endTime";"module.training_block4.exec-7623.GoNoGo4.Error Type";"module.training_block4.exec-7623.GoNoGo4.icon";"module.training_block4.exec-7623.GoNoGo4.location";"module.training_block4.exec-7623.GoNoGo4.outcome";"module.training_block4.exec-7623.GoNoGo4.response";"module.training_block4.exec-7623.GoNoGo4.result";"module.training_block4.exec-7623.GoNoGo4.RT";"module.training_block4.exec-7623.GoNoGo4.signal";"module.training_block4.exec-7623.GoNoGo4.startTime";"module.training_block4.exec-7623.GoNoGo4.stimulus type"
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"496";"0";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3997";"2015-02-12 09:39:58.692";"leftResponse";"0";"FINISHED";"LEFT";"success";"1781";"0";"2015-02-12 09:39:54.692";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"497";"1";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3996";"2015-02-12 09:40:04.042";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2015-02-12 09:40:00.042";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"498";"2";"module.GoNoGotutorial.exec-2765.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3994";"2015-02-12 09:40:09.322";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2015-02-12 09:40:05.322";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"499";"3";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:18.542";"18";"0";"FINISHED";"LEFT";"success";"445";"0";"2015-02-12 09:40:16.592";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"500";"4";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:21.772";"21";"1";"FINISHED";"RIGHT";"success";"455";"0";"2015-02-12 09:40:19.822";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"501";"5";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1944";"2015-02-12 09:40:25.012";"14";"1";"FINISHED";"RIGHT";"success";"864";"0";"2015-02-12 09:40:23.062";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"502";"6";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:28.242";"26";"0";"FINISHED";"LEFT";"success";"497";"0";"2015-02-12 09:40:26.292";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"503";"7";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:31.472";"2";"0";"FINISHED";"LEFT";"success";"587";"0";"2015-02-12 09:40:29.522";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"504";"8";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1944";"2015-02-12 09:40:34.702";"30";"0";"FINISHED";"LEFT";"success";"510";"0";"2015-02-12 09:40:32.752";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"505";"9";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:37.922";"6";"1";"FINISHED";"RIGHT";"success";"537";"0";"2015-02-12 09:40:35.972";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"506";"10";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1944";"2015-02-12 09:40:41.142";"34";"0";"FINISHED";"LEFT";"success";"494";"0";"2015-02-12 09:40:39.192";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"507";"11";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:44.362";"23";"1";"FINISHED";"RIGHT";"success";"433";"0";"2015-02-12 09:40:42.412";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c1308660";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2015-02-12 09:38:57.852";"2015-02-12 09:42:07.132";"1";"0";"0";"0";"0";;;;;"508";"12";"module.GoNoGopractice.exec-2782.GoNoGo_Practice";"1943";"2015-02-12 09:40:47.582";"13";"0";"FINISHED";"LEFT";"success";"453";"0";"2015-02-12 09:40:45.632";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
