"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-3940.conditionType";"session.node-7850.DPorder";"trial.id";"trial.index";"trial.name";"trial.DP_block1.durationTime";"trial.DP_block1.endTime";"trial.DP_block1.outcome";"trial.DP_block1.probeLoc";"trial.DP_block1.response";"trial.DP_block1.result";"trial.DP_block1.RT";"trial.DP_block1.startTime";"trial.DP_block1.stimDuration";"trial.DP_block1.wordLeft";"trial.DP_block1.wordRight";"trial.DP_practice.durationTime";"trial.DP_practice.endTime";"trial.DP_practice.outcome";"trial.DP_practice.probeLoc";"trial.DP_practice.response";"trial.DP_practice.result";"trial.DP_practice.RT";"trial.DP_practice.startTime";"trial.DP_practice.stimDuration";"trial.DP_practice.wordLeft";"trial.DP_practice.wordRight";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo5.durationTime";"trial.GoNoGo5.endTime";"trial.GoNoGo5.icon";"trial.GoNoGo5.location";"trial.GoNoGo5.outcome";"trial.GoNoGo5.response";"trial.GoNoGo5.result";"trial.GoNoGo5.RT";"trial.GoNoGo5.signal";"trial.GoNoGo5.startTime";"trial.GoNoGo5.stimulus type";"trial.GoNoGo6.durationTime";"trial.GoNoGo6.endTime";"trial.GoNoGo6.icon";"trial.GoNoGo6.location";"trial.GoNoGo6.outcome";"trial.GoNoGo6.response";"trial.GoNoGo6.result";"trial.GoNoGo6.RT";"trial.GoNoGo6.signal";"trial.GoNoGo6.startTime";"trial.GoNoGo6.stimulus type";"trial.GoNoGo7.durationTime";"trial.GoNoGo7.endTime";"trial.GoNoGo7.icon";"trial.GoNoGo7.location";"trial.GoNoGo7.outcome";"trial.GoNoGo7.response";"trial.GoNoGo7.result";"trial.GoNoGo7.RT";"trial.GoNoGo7.signal";"trial.GoNoGo7.startTime";"trial.GoNoGo7.stimulus type";"trial.GoNoGo8.durationTime";"trial.GoNoGo8.endTime";"trial.GoNoGo8.icon";"trial.GoNoGo8.location";"trial.GoNoGo8.outcome";"trial.GoNoGo8.response";"trial.GoNoGo8.result";"trial.GoNoGo8.RT";"trial.GoNoGo8.signal";"trial.GoNoGo8.startTime";"trial.GoNoGo8.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"11";"10";"module.GoNoGopractice.exec-8266.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-02-13 18:55:43.529";"34";"0";"FINISHED";"LEFT";"success";"522";"0";"2014-02-13 18:55:41.578";"3";;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"12";"11";"module.GoNoGopractice.exec-8266.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-02-13 18:55:46.946";"23";"1";"FINISHED";"RIGHT";"success";"542";"0";"2014-02-13 18:55:44.995";"3";;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"13";"12";"module.GoNoGopractice.exec-8266.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-02-13 18:55:50.225";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:55:48.273";"2";;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"14";"13";"module.GoNoGopractice.exec-8266.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-02-13 18:55:53.490";"3";"1";"FINISHED";"RIGHT";"success";"510";"0";"2014-02-13 18:55:51.538";"1";;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"15";"14";"module.GoNoGopractice.exec-8266.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-02-13 18:55:56.754";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:55:54.802";"3";;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"16";"15";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-13 18:56:07.191";"29";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:05.940";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"17";"16";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:09.749";"18";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:08.499";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"18";"17";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-02-13 18:56:12.345";"33";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:11.095";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"19";"18";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-13 18:56:14.921";"11";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:13.671";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"20";"19";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:17.494";"25";"1";"FINISHED";"RIGHT";"success";"507";"0";"2014-02-13 18:56:16.244";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"21";"20";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:20.074";"16";"1";"FINISHED";"RIGHT";"success";"575";"0";"2014-02-13 18:56:18.824";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"22";"21";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-13 18:56:22.635";"28";"1";"FINISHED";"RIGHT";"success";"622";"0";"2014-02-13 18:56:21.385";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"23";"22";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:25.222";"35";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:23.972";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"24";"23";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1252";"2014-02-13 18:56:27.778";"19";"1";"FINISHED";"RIGHT";"success";"585";"0";"2014-02-13 18:56:26.528";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"25";"24";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-13 18:56:30.334";"5";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:29.084";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"26";"25";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:32.900";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:31.650";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"27";"26";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:35.449";"27";"1";"FINISHED";"RIGHT";"success";"467";"0";"2014-02-13 18:56:34.199";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"28";"27";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:38.022";"22";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 18:56:36.772";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"year2prac_ASDtest";"1993";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-13 18:53:30.597";"2014-02-13 19:16:46.647";"1";"1";"5";"29";"28";"module.training_block1.exec-4354.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-13 18:56:40.587";"10";"1";"FINISHED";"RIGHT";"success";"486";"0";"2014-02-13 18:56:39.336";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
